"id_cliente","nombre","apellido","curp","correo","ciudad","delegacion","estado_civil"
98113,"Ivonne","Cazares","UQHY427782ISKOIX62","ivonne.cazares.8081@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
98114,"Elsa","Macías","RIVO683361PUTRPK00","elsa.macías.8082@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98115,"Yeni","Lovato","ULRP234376IBTTPY45","yeni.lovato.8083@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
98116,"Lilia","Velázquez","DYJM083341VNSUXU00","lilia.velázquez.8084@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
98117,"Lorenzo","Becerra","MNDQ398551OUOCEV55","lorenzo.becerra.8085@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98118,"Rosalia","Moya","UUOH934712KOKYNW10","rosalia.moya.8086@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98119,"Ramiro","Olivera","NIAW948929AOXZRU09","ramiro.olivera.8087@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
98120,"Jaime","Ruiz","ANFG125397SNTWGA89","jaime.ruiz.8088@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
98121,"Martín","Zamudio","CLTW280955SYRAZN94","martín.zamudio.8089@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
98122,"Jorge","Paredes","AKAW567769YVHAHK66","jorge.paredes.8090@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98123,"Anabel","Armenta","ITGX759256VETGMD97","anabel.armenta.8091@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
98124,"Daniela","Girón","EPKI144602YXCMRV99","daniela.girón.8092@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98125,"Julia","Serrano","MUKH337740RDAWGG47","julia.serrano.8093@fintechmasiva.com","Ciudad de México","Cuauhtemoc","soltero/a"
98126,"Angélica","Cepeda","IYLW041755ADXFCY96","angélica.cepeda.8094@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98127,"Oswaldo","Cervantes","BEZG183567RFUJVJ32","oswaldo.cervantes.8095@fintechmasiva.com","Ciudad de México","Benito Juarez","viudo/a"
98128,"Antonia","Medrano","JNCI033997CRJIJN81","antonia.medrano.8096@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98129,"Antonia","Saucedo","DSNV046744RLCWTR84","antonia.saucedo.8097@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
98130,"Hernán","Zúñiga","QXLT104272FNBEKG55","hernán.zúñiga.8098@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98131,"Rocío","Rentería","JGDT649308TXWDFP37","rocío.rentería.8099@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
98132,"Juana","Valles","THZT530935MMYSSV97","juana.valles.8100@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
98133,"Alfredo","Amaya","PENA738068SVARZN44","alfredo.amaya.8101@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98134,"Nelly","Segovia","BFFT491470ECEVEC98","nelly.segovia.8102@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
98135,"Magdalena","Candelaria","TUAA870748BOGAGM11","magdalena.candelaria.8103@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98136,"Graciela","Oquendo","KHPK256931TQOUZX35","graciela.oquendo.8104@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98137,"Iván","Ávalos","NEMR413548QYZKMS71","iván.ávalos.8105@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98138,"Lorenzo","Parra","RISV377796ARVZXY66","lorenzo.parra.8106@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
98139,"María Luisa","Godínez","EDTQ159941THOZJM99","maría luisa.godínez.8107@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98140,"Leonel","Camarillo","KMPA703515BTKSXL90","leonel.camarillo.8108@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
98141,"Germán","Reyes","XPGR195915MPCBBN86","germán.reyes.8109@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98142,"Guillermina","Narváez","SIUI587958YHWNRA69","guillermina.narváez.8110@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98143,"Jacinto","Benavídez","HSGG367599OMOABJ23","jacinto.benavídez.8111@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98144,"Estela","López","VOPE718850EINAAY21","estela.lópez.8112@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
98145,"Juan Carlos","Sánchez","GBKY143317AEHVRS22","juan carlos.sánchez.8113@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
98146,"Emiliano","Armas","BQUU067404GJBACP22","emiliano.armas.8114@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98147,"Rosalia","Lemus","NDNY006951DAAUKJ81","rosalia.lemus.8115@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
98148,"Laura","Soliz","SXRJ900789XHSJPB31","laura.soliz.8116@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
98149,"Guillermo","Montenegro","BRVQ371050HAZXLG08","guillermo.montenegro.8117@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
98150,"Amelia","Partida","VSUJ339322ICUIZI90","amelia.partida.8118@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
98151,"Yeni","Palacios","HYBO417402VTJRWN27","yeni.palacios.8119@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
98152,"Abelardo","Rolón","ZZBS431872DWEXZK11","abelardo.rolón.8120@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98153,"Hilda","Perales","JKUG508987XTTQOU53","hilda.perales.8121@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
98154,"Noelia","Marroquín","HBIC117689AMDGFR07","noelia.marroquín.8122@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98155,"Gerardo","Márquez","WHOI854828DGTTMY36","gerardo.márquez.8123@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
98156,"Rodrigo","Centeno","IELM112487HMHMFZ31","rodrigo.centeno.8124@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
98157,"David","Villegas","OIGU027737QDGMCP95","david.villegas.8125@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98158,"Rufino","Valverde","FMCI151433ERMUMW37","rufino.valverde.8126@fintechmasiva.com","Ciudad de México","Coyoacan","soltero/a"
98159,"Violeta","Ramírez","BUBF513709SABSVF23","violeta.ramírez.8127@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
98160,"Sonia","González","OFLZ364713XKLMSK52","sonia.gonzález.8128@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98161,"José María","de la Crúz","LRBI261805DCJNBO21","josé maría.de la crúz.8129@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
98162,"Espartaco","de la Rosa","SQEN580949MZIDYU35","espartaco.de la rosa.8130@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98163,"Evelio","López","FYYW112496BSCIYZ02","evelio.lópez.8131@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
98164,"Rufino","Hernández","DMAJ388449COYNYQ21","rufino.hernández.8132@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98165,"Jesús","Lovato","SSCI049826PSIQRB51","jesús.lovato.8133@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
98166,"Humberto","Huerta","RUXT459012OVDZRB47","humberto.huerta.8134@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
98167,"Ofelia","Molina","HUGF786196PMXYDS52","ofelia.molina.8135@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
98168,"Nelly","Rodarte","OIVO686782QQGXLA30","nelly.rodarte.8136@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
98169,"Silvano","Lara","LDFV704225SGOBCF60","silvano.lara.8137@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98170,"Sandra","Gaona","OJFR010101RXARGO05","sandra.gaona.8138@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98171,"Genaro","Bravo","AZDQ606958QINOKN62","genaro.bravo.8139@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
98172,"Ariadna","Verdugo","IDIZ837447ZMXEYD00","ariadna.verdugo.8140@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
98173,"Ruby","Muñiz","RCVH462894MGYRVQ79","ruby.muñiz.8141@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98174,"Dulce María","Adame","RXDB101855TTPUCH45","dulce maría.adame.8142@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
98175,"Elvia","Carrera","CMIS796295OVDDCW66","elvia.carrera.8143@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98176,"Leonardo","Gaitán","UEHI106550XRKVQX32","leonardo.gaitán.8144@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
98177,"Gabino","Estévez","THKF185979PNSWOL73","gabino.estévez.8145@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98178,"Olga","Almonte","SRTW603430LTGYQE33","olga.almonte.8146@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
98179,"Paulina","Carrasco","OHNL986733FEZEDE91","paulina.carrasco.8147@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
98180,"Indira","Morales","NKWV381014WXRAHQ29","indira.morales.8148@fintechmasiva.com","Ciudad de México","Tlahuac","casado/a"
98181,"Aurelio","Mena","IYLT264032SYTNOP02","aurelio.mena.8149@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
98182,"Leticia","Pizarro","XYAU190000HRPXRP77","leticia.pizarro.8150@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98183,"Vanesa","Guerra","NSKJ236454MKRVYF39","vanesa.guerra.8151@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98184,"Pamela","Duarte","JSQF451592SDMBNU90","pamela.duarte.8152@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
98185,"Elias","Solorio","MXIJ681469LPWVES36","elias.solorio.8153@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98186,"René","Granados","NZBJ315632PDBIWU38","rené.granados.8154@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98187,"Hermelinda","Garica","AOQI486368AWOTWY38","hermelinda.garica.8155@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
98188,"Tania","Curiel","MNAI176997VIUIMS60","tania.curiel.8156@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
98189,"Leonardo","Madrid","MKCQ641261HDBSBQ99","leonardo.madrid.8157@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
98190,"Pilar","Aguilera","QTZN681339KKUYUI72","pilar.aguilera.8158@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
98191,"Noemí","Aponte","KUDI967334CCKHNL68","noemí.aponte.8159@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98192,"Sara","Arevalo","XFER808711NSKURT39","sara.arevalo.8160@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
98193,"José Carlos","Villegas","IYHZ730420LMNMER55","josé carlos.villegas.8161@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
98194,"Margarita","Zayas","HTSL470603LOFVPI53","margarita.zayas.8162@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
98195,"Socorro","Beltrán","XYWX524938GDDRKE41","socorro.beltrán.8163@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98196,"Teodoro","Montoya","KUVK478990NOBCWZ97","teodoro.montoya.8164@fintechmasiva.com","Ciudad de México","Iztapalapa","viudo/a"
98197,"Humberto","Caldera","SULL807619WNQCNM58","humberto.caldera.8165@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
98198,"Héctor","Berríos","DSJJ909096SOIEBA00","héctor.berríos.8166@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98199,"Silvano","Loera","UYIL183999LQXWYL02","silvano.loera.8167@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98200,"Caridad","Arevalo","HIDC568097QVXLVZ71","caridad.arevalo.8168@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
98201,"Gerardo","Gracia","AQOX603930KDSDJW33","gerardo.gracia.8169@fintechmasiva.com","Ciudad de México","Coyoacan","viudo/a"
98202,"María Luisa","Lovato","RHEU492885AWZIGY92","maría luisa.lovato.8170@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98203,"Luis Miguel","Mota","VAPS602252JPTTDH78","luis miguel.mota.8171@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98204,"Aurelio","Santana","QDKW028224VQMXWE41","aurelio.santana.8172@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98205,"Rosalia","Esparza","DCEX931779GXGDTW89","rosalia.esparza.8173@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
98206,"Luz","Núñez","CDLA905328HJVMJJ12","luz.núñez.8174@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
98207,"Miguel","Jaime","BOJV436238WROPWJ70","miguel.jaime.8175@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
98208,"Emilia","Espinoza","WNYS439061JVXZQN61","emilia.espinoza.8176@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
98209,"Araceli","Dávila","BBDP884809CWTPIK55","araceli.dávila.8177@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98210,"Alma","Vargas","DQNX762178OTNHGZ89","alma.vargas.8178@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98211,"Esteban","Mascareñas","KIKC727249NSAHUS50","esteban.mascareñas.8179@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
98212,"Asunción","Marroquín","CLIB073643UJQFKS78","asunción.marroquín.8180@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
98213,"Mónica","Cantú","HAHH954204XLLYIA27","mónica.cantú.8181@fintechmasiva.com","Ciudad de México","Iztacalco","soltero/a"
98214,"Mateo","Samaniego","VQLQ808823WGMSVJ99","mateo.samaniego.8182@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98215,"Teresa","Rael","RKAO449799BMFGTI59","teresa.rael.8183@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
98216,"Carlota","Laboy","ANVZ099319MFDZBO81","carlota.laboy.8184@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98217,"Violeta","Coronado","KAGM925211SZOZGG97","violeta.coronado.8185@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
98218,"Iván","Cano","CPPK968483XBJZUZ13","iván.cano.8186@fintechmasiva.com","Ciudad de México","Azcapotzalco","viudo/a"
98219,"Claudio","García","NEWG423101JZEOJU48","claudio.garcía.8187@fintechmasiva.com","Ciudad de México","Azcapotzalco","soltero/a"
98220,"José Luis","Lira","ZIYN563185TLZFYI39","josé luis.lira.8188@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
98221,"Juan","del Valle","NJCR845864ZVXZFW29","juan.del valle.8189@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98222,"Benito","Ocasio","SUNF943086CNGEWS59","benito.ocasio.8190@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
98223,"Sara","Bétancourt","AGPY698795TOCTKC47","sara.bétancourt.8191@fintechmasiva.com","Ciudad de México","Xochimilco","soltero/a"
98224,"Rodolfo","Lara","ISJF311191QDFZAN66","rodolfo.lara.8192@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
98225,"Bianca","Madera","QQJX888117FLWAZX09","bianca.madera.8193@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
98226,"José","Sanches","IHSV273001YWHRUN84","josé.sanches.8194@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
98227,"Violeta","Saiz","CXYQ441899HRUCFG24","violeta.saiz.8195@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98228,"Helena","Cintrón","FUUG818880DYZMDK72","helena.cintrón.8196@fintechmasiva.com","Ciudad de México","Alvaro Obregon","soltero/a"
98229,"Raquel","Arredondo","ISHY732821XMEAFK38","raquel.arredondo.8197@fintechmasiva.com","Ciudad de México","Tlalpan","soltero/a"
98230,"César","Mora","XCGK052763MMCAQF44","césar.mora.8198@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
98231,"Luisa","Angulo","ZXJN475089WTWLHJ44","luisa.angulo.8199@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
98232,"Germán","Aguilera","SGVF809738BYXKFZ19","germán.aguilera.8200@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98233,"Trinidad","Collazo","ZOUL369851TVJYCL03","trinidad.collazo.8201@fintechmasiva.com","Ciudad de México","Alvaro Obregon","viudo/a"
98234,"Benito","Elizondo","KVWV406490MUIGQQ41","benito.elizondo.8202@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
98235,"Caridad","Villaseñor","YTCF940647JPHSNH05","caridad.villaseñor.8203@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
98236,"Esmeralda","Arellano","SQGY944745UGIIUU00","esmeralda.arellano.8204@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98237,"Sessa","Moreno","CNYC055101MRTGPP29","sessa.moreno.8205@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98238,"Carmen","Abreu","PIGP154053GMFXKJ67","carmen.abreu.8206@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
98239,"Abelardo","Gamez","ZIMC440865JBDSDJ85","abelardo.gamez.8207@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
98240,"Agustín","Zambrano","QWHM506801EXWXOR11","agustín.zambrano.8208@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
98241,"Cristina","Gutiérrez","STVS765411ZKTGNW99","cristina.gutiérrez.8209@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98242,"Rebeca","Guajardo","KLZQ357251TVJCWA65","rebeca.guajardo.8210@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
98243,"Emilia","Abreu","PSBQ837862WICRTL09","emilia.abreu.8211@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98244,"Débora","Sandoval","XOVN502010FSXPKV29","débora.sandoval.8212@fintechmasiva.com","Ciudad de México","Iztapalapa","casado/a"
98245,"Leonardo","Sarabia","YMZK746138YSZOIK18","leonardo.sarabia.8213@fintechmasiva.com","Ciudad de México","Alvaro Obregon","casado/a"
98246,"René","Espinal","XDXC205464XGHZQX34","rené.espinal.8214@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98247,"Maximiliano","Aponte","LTGN652689FASQEC81","maximiliano.aponte.8215@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98248,"Nelly","Longoria","SIRC300578DHNYAO54","nelly.longoria.8216@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
98249,"Emilia","Bahena","OPEG720155CIMNUB86","emilia.bahena.8217@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
98250,"Nelly","Villa","YPUO770022JJOTPV64","nelly.villa.8218@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98251,"Uriel","Vallejo","SVQI956386YWAVRH01","uriel.vallejo.8219@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
98252,"Jacobo","Muñoz","DCVX445603KXQCVI89","jacobo.muñoz.8220@fintechmasiva.com","Ciudad de México","Coyoacan","casado/a"
98253,"María José","Galván","KBMX004986QCGKTM64","maría josé.galván.8221@fintechmasiva.com","Ciudad de México","Cuauhtemoc","casado/a"
98254,"Mateo","Bermúdez","PBJA373567MZBTHT50","mateo.bermúdez.8222@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
98255,"Josefina","Briones","CCOV302620EUCQHY85","josefina.briones.8223@fintechmasiva.com","Ciudad de México","Iztacalco","viudo/a"
98256,"Magdalena","Rolón","WRRO650453EQBNXO97","magdalena.rolón.8224@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","casado/a"
98257,"Cecilia","Santiago","DGFG275078AKMOGT00","cecilia.santiago.8225@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
98258,"Violeta","Alfaro","ACEF615650EFCSBZ14","violeta.alfaro.8226@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98259,"Modesto","Limón","VNFS690532UVHAMD75","modesto.limón.8227@fintechmasiva.com","Ciudad de México","Cuajimalpa","viudo/a"
98260,"Débora","Monroy","NYUP122987JUGPPH08","débora.monroy.8228@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
98261,"Nayeli","Téllez","FXMU728471SFCUCI12","nayeli.téllez.8229@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
98262,"Gabino","Flores","JYID412607WQQOSJ35","gabino.flores.8230@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
98263,"Rodrigo","Velasco","NXUS454567JLCQJU09","rodrigo.velasco.8231@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98264,"Sonia","Fonseca","QETL938614FUGALL87","sonia.fonseca.8232@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
98265,"Joaquín","Esquibel","BKMN504315ALPVWJ13","joaquín.esquibel.8233@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
98266,"Araceli","Amador","TSXM927691XMKCKT53","araceli.amador.8234@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
98267,"Nelly","Solano","XWXX053567DHIHUZ06","nelly.solano.8235@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
98268,"Joaquín","Sandoval","AHUP565209ZLMNLW57","joaquín.sandoval.8236@fintechmasiva.com","Ciudad de México","Azcapotzalco","casado/a"
98269,"Rodrigo","Mercado","HFGR561677DKZDYY31","rodrigo.mercado.8237@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","soltero/a"
98270,"Marisol","Quiñónez","TTRL814647DXREYB63","marisol.quiñónez.8238@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98271,"Celia","Pabón","VSKP095216OLJCLI86","celia.pabón.8239@fintechmasiva.com","Ciudad de México","Benito Juarez","soltero/a"
98272,"Fabiola","Iglesias","VZGU893290PWNMGR48","fabiola.iglesias.8240@fintechmasiva.com","Ciudad de México","Milpa Alta","casado/a"
98273,"Cristina","Benavídez","PDTW529880UPPVYQ28","cristina.benavídez.8241@fintechmasiva.com","Ciudad de México","Tlalpan","viudo/a"
98274,"Celia","Cantú","DORE976209QMBKFE35","celia.cantú.8242@fintechmasiva.com","Ciudad de México","Tlahuac","viudo/a"
98275,"Rolando","Madrigal","VYOI631276ORGIIF62","rolando.madrigal.8243@fintechmasiva.com","Ciudad de México","Venustiano Carranza","soltero/a"
98276,"Mitzy","Vela","MJDW283475TCZNKO22","mitzy.vela.8244@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","casado/a"
98277,"Rodrigo","Frías","JGIU977899TDULRN38","rodrigo.frías.8245@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","soltero/a"
98278,"Virginia","Santiago","AVCK020841RUKUWG46","virginia.santiago.8246@fintechmasiva.com","Ciudad de México","Tlalpan","casado/a"
98279,"Anel","Menéndez","ETFB358403YCGFNO07","anel.menéndez.8247@fintechmasiva.com","Ciudad de México","Gustavo A. Madero","viudo/a"
98280,"Patricia","Núñez","LUGY227544LNZMCG34","patricia.núñez.8248@fintechmasiva.com","Ciudad de México","Iztapalapa","soltero/a"
98281,"Martín","Alarcón","XQFQ683110OAKXWS46","martín.alarcón.8249@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98282,"Diana","Villegas","JWYP883574RUJGBS87","diana.villegas.8250@fintechmasiva.com","Ciudad de México","Venustiano Carranza","viudo/a"
98283,"Isabel","Serrato","KAYV507246NUVCOM79","isabel.serrato.8251@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98284,"Ana","Alcántar","LVAG906580FGAKON36","ana.alcántar.8252@fintechmasiva.com","Ciudad de México","Magdalena Contreras","casado/a"
98285,"Hermelinda","Jáquez","RPRQ133933BKQBHK16","hermelinda.jáquez.8253@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
98286,"Patricio","Mondragón","WIVD879820HPSGNN29","patricio.mondragón.8254@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
98287,"Leonardo","Negrete","EHCR122024FQXGBY52","leonardo.negrete.8255@fintechmasiva.com","Ciudad de México","Benito Juarez","casado/a"
98288,"Abigail","Mora","GPJA718381VAYGFF71","abigail.mora.8256@fintechmasiva.com","Ciudad de México","Venustiano Carranza","casado/a"
98289,"Serafín","Tovar","AULS549458LCMREV29","serafín.tovar.8257@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
98290,"Dulce","Hernandes","XWWU098712KMYMRS41","dulce.hernandes.8258@fintechmasiva.com","Ciudad de México","Cuajimalpa","soltero/a"
98291,"Alfredo","Jiménez","XJYA875212DVFUMW69","alfredo.jiménez.8259@fintechmasiva.com","Ciudad de México","Cuauhtemoc","viudo/a"
98292,"Benito","Esquibel","LUCB236238RPCSZP35","benito.esquibel.8260@fintechmasiva.com","Ciudad de México","Cuajimalpa","casado/a"
98293,"Nancy","Peña","KMOX936083BZBGOR44","nancy.peña.8261@fintechmasiva.com","Ciudad de México","Iztacalco","casado/a"
98294,"Clemente","Sáenz","PJLA798666BRFHEI71","clemente.sáenz.8262@fintechmasiva.com","Ciudad de México","Magdalena Contreras","soltero/a"
98295,"Pilar","Alejandro","GAOD424995ZHJFAD87","pilar.alejandro.8263@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98296,"Amelia","León","NDVZ452387SKOIJH27","amelia.león.8264@fintechmasiva.com","Ciudad de México","Miguel Hidalgo","viudo/a"
98297,"Homero","Huerta","ZYYW273187ELFYCH53","homero.huerta.8265@fintechmasiva.com","Ciudad de México","Milpa Alta","viudo/a"
98298,"Reina","Sarabia","YYDO264995ASVAPQ18","reina.sarabia.8266@fintechmasiva.com","Ciudad de México","Tlahuac","soltero/a"
98299,"Celia","Olivares","QBRV717081ZSAGKC96","celia.olivares.8267@fintechmasiva.com","Ciudad de México","Xochimilco","casado/a"
98300,"Cynthia","Colón","HWFA401809BTCKCK69","cynthia.colón.8268@fintechmasiva.com","Ciudad de México","Magdalena Contreras","viudo/a"
98301,"Humberto","Aguilera","PFLY261264AXVUKC53","humberto.aguilera.8269@fintechmasiva.com","Ciudad de México","Xochimilco","viudo/a"
98302,"Roberto","Ruelas","WIGL999392ISAFII93","roberto.ruelas.8270@fintechmasiva.com","Ciudad de México","Milpa Alta","soltero/a"
